Delay,Execution_Time_sec,Execution_Time_sec_STDV,Execution_Time_sec_COV,NUM_SAMPLES,L2_TCA,L2_TCA_STDV,L2_TCA_XCOV,L2_TCM,L2_TCM_STDV,L2_TCM_XCOV,L3_TCA,L3_TCA_STDV,L3_TCA_XCOV,L3_TCM,L3_TCM_STDV,L3_TCM_XCOV,OS_Threads,OS_Threads_STDV,OS_Threads_XCOV,STasks,STasks_STDV,STasks_XCOV,TOT_CYC,TOT_CYC_STDV,TOT_CYC_XCOV,TOT_INS,TOT_INS_STDV,TOT_INS_XCOV,Tasks,Tasks_STDV,Tasks_XCOV,Warmup_sec,Warmup_sec_STDV,Warmup_sec_XCOV,cumulative,cumulative_STDV,cumulative_XCOV,idle_rate,idle_rate_STDV,idle_rate_XCOV,objects,objects_STDV,objects_XCOV,pending_accesses,pending_accesses_STDV,pending_accesses_XCOV,pending_misses,pending_misses_STDV,pending_misses_XCOV,phase_duration,phase_duration_STDV,phase_duration_XCOV,phase_overhead,phase_overhead_STDV,phase_overhead_XCOV,phases,phases_STDV,phases_XCOV,resident,resident_STDV,resident_XCOV,stack_recycles,stack_recycles_STDV,stack_recycles_XCOV,stack_unbinds,stack_unbinds_STDV,stack_unbinds_XCOV,stolen_from_pending,stolen_from_pending_STDV,stolen_from_pending_XCOV,stolen_from_staged,stolen_from_staged_STDV,stolen_from_staged_XCOV,stolen_to_pending,stolen_to_pending_STDV,stolen_to_pending_XCOV,stolen_to_staged,stolen_to_staged_STDV,stolen_to_staged_XCOV,task_duration,task_duration_STDV,task_duration_XCOV,task_overhead,task_overhead_STDV,task_overhead_XCOV,virtual,virtual_STDV,virtual_XCOV
100,0.671566507,0.004576469,0.00681,10,8857610,142112.85941,0.01604,4848196,101454.87818,0.02093,4818927,100149.28868,0.02078,1037898,74042.83396,0.07134,16,0.00000,0.00000,0,0.00000,,34259304370,81729680.60003,0.00239,45065442179,12255974.14936,0.00027,100000,0.00000,0.00000,0.015903155,0.000938810,0.05903,99950,164.77813,0.00165,478,57.69855,0.12063,3183,0.97183,0.00031,208730,599.51903,0.00287,108926,486.39934,0.00447,100434,2350.97375,0.02341,5056,686.12390,0.13570,100643,180.49734,0.00179,45595033,211103.67031,0.00463,96933,123.30450,0.00127,665,45.86163,0.06888,848,111.12161,0.13099,77,85.43542,1.10811,848,109.95297,0.12965,77,85.43542,1.10811,101141,2381.79496,0.02355,5091,691.77582,0.13586,306097766,7589.58332,0.00002
125,0.668099934,0.005202296,0.00779,10,7790383,125396.66637,0.01610,4158897,141751.20566,0.03408,4095422,147405.80480,0.03599,895553,58418.75568,0.06523,16,0.00000,0.00000,0,0.00000,,33981239870,81053810.77469,0.00239,44984437429,24752130.33468,0.00055,80000,0.00000,0.00000,0.012725146,0.000675430,0.05308,80070,83.73928,0.00105,474,67.62675,0.14255,3183,0.99443,0.00031,169147,619.02386,0.00366,89130,617.91348,0.00693,125599,167.65109,0.00133,6263,940.10040,0.15008,80749,60.30893,0.00075,42958848,220762.19863,0.00514,77005,31.57372,0.00041,580,36.37765,0.06272,779,76.74778,0.09852,142,68.09544,0.47653,781,75.66476,0.09683,142,68.09544,0.47653,126668,171.08724,0.00135,6315,947.55426,0.15004,302947532,5035.10055,0.00002
200,0.659109892,0.005121670,0.00777,10,6093190,175712.66010,0.02884,3129900,131522.82847,0.04202,3117857,149630.42639,0.04799,685207,49665.85694,0.07248,16,0.00000,0.00000,0,0.00000,,33713992365,46505193.26077,0.00138,44861643604,33198725.38115,0.00074,50000,0.00000,0.00000,0.008496712,0.000290532,0.03419,50098,65.18384,0.00130,419,64.49496,0.15378,3183,1.15470,0.00036,107809,263.54515,0.00244,57715,208.91051,0.00362,198022,352.56408,0.00178,8688,1403.17460,0.16150,50783,82.07882,0.00162,39092633,179959.53121,0.00460,46987,44.12558,0.00094,420,41.48373,0.09870,795,100.16120,0.12589,174,74.39990,0.42685,797,100.75074,0.12635,174,74.39990,0.42685,200751,302.40828,0.00151,8806,1419.08973,0.16115,299800985,2115.16530,0.00001
250,0.657360720,0.007260625,0.01105,10,5608662,152369.58001,0.02717,2874306,133168.57308,0.04633,2819152,122870.83430,0.04358,623366,49189.73209,0.07891,16,0.00000,0.00000,0,0.00000,,33647106422,63859456.55895,0.00190,44837646479,34887175.93442,0.00078,40000,0.00000,0.00000,0.007190282,0.000488163,0.06789,40077,89.21858,0.00223,424,93.15936,0.21972,3183,1.22927,0.00039,87638,778.56695,0.00888,47663,735.27130,0.01543,246064,377.67764,0.00153,10923,2508.02625,0.22961,40736,122.13604,0.00300,37749555,267889.39481,0.00710,37014,16.56771,0.00045,349,37.92624,0.10842,754,145.71590,0.19308,166,114.86108,0.68862,756,148.38598,0.19607,166,114.86108,0.68862,250198,323.44184,0.00129,11099,2546.68572,0.22944,298647142,332314.67272,0.00111
500,0.657156146,0.005176995,0.00788,10,4437788,119065.64068,0.02683,2129719,159472.60569,0.07488,2161524,143576.77383,0.06642,461482,45460.20662,0.09851,16,0.00000,0.00000,0,0.00000,,33451068570,54894510.10405,0.00164,44749018662,11512401.23634,0.00026,20000,0.00000,0.00000,0.004569009,0.000235250,0.05149,20142,33.58505,0.00167,455,74.68668,0.16382,3182,1.19722,0.00038,47485,466.34389,0.00982,27069,393.04635,0.01452,479183,1213.66855,0.00253,22955,3976.30116,0.17322,20856,65.67944,0.00315,35229286,161703.54600,0.00459,17021,11.51086,0.00068,283,27.27005,0.09606,654,121.84822,0.18606,137,88.17558,0.64081,653,125.36298,0.19172,137,88.17558,0.64081,495979,815.52620,0.00164,23758,4091.42750,0.17221,295601356,8645.91337,0.00003
625,0.656725840,0.004431460,0.00675,10,4344197,153695.38810,0.03538,2063721,100485.12365,0.04869,2102117,113830.22911,0.05415,458666,33653.92123,0.07337,16,0.00000,0.00000,0,0.00000,,33431396311,39677645.23927,0.00119,44749576140,13478544.04319,0.00030,16000,0.00000,0.00000,0.004035812,0.000331611,0.08217,16145,36.32278,0.00225,463,61.65712,0.13300,3184,0.66667,0.00021,39554,1218.02403,0.03079,23293,1310.66063,0.05627,587123,13131.24912,0.02237,28611,4283.13367,0.14970,16855,57.29107,0.00340,34750054,192734.10167,0.00555,13023,10.56672,0.00081,239,31.57724,0.13174,674,163.46529,0.24242,123,88.08733,0.71384,674,161.92467,0.24010,123,88.08733,0.71384,613130,13925.22928,0.02271,29882,4464.38219,0.14940,295616512,43775.91683,0.00015
1000,0.657229783,0.004712662,0.00717,10,3931047,153749.45751,0.03911,1835452,153672.46791,0.08372,1821009,149472.72666,0.08208,398426,50338.83495,0.12634,16,0.00000,0.00000,0,0.00000,,33353080148,47984527.91200,0.00144,44716200812,14553316.36074,0.00033,10000,0.00000,0.00000,0.003209761,0.000285308,0.08889,10163,15.37278,0.00151,485,61.61791,0.12702,3184,2.79682,0.00088,28200,1601.63309,0.05680,17635,1089.80761,0.06180,919944,6246.41435,0.00679,46947,6458.33978,0.13757,10852,91.67551,0.00845,33650278,400003.98812,0.01189,7023,9.28619,0.00132,205,32.21525,0.15684,740,181.84306,0.24563,163,95.42862,0.58473,728,188.15127,0.25834,163,95.42862,0.58473,981456,885.10281,0.00090,50077,6696.32586,0.13372,294601932,91366.20514,0.00031
1250,0.656507976,0.004550471,0.00693,10,3828492,124920.34858,0.03263,1743416,86300.05219,0.04950,1757751,106960.24578,0.06085,373672,32142.15643,0.08602,16,0.00000,0.00000,0,0.00000,,33326708695,36932761.09321,0.00111,44689027841,20753268.71705,0.00046,8000,0.00000,0.00000,0.002934313,0.000197411,0.06728,8174,24.33128,0.00298,472,60.28645,0.12754,3183,1.08012,0.00034,23494,961.55763,0.04093,15092,969.99668,0.06427,1123917,8738.32411,0.00777,55856,7630.05650,0.13660,8876,93.30291,0.01051,33478656,383297.72820,0.01145,5031,13.23673,0.00263,204,27.17352,0.13268,613,154.22570,0.25130,114,122.64080,1.06737,614,148.25339,0.24138,114,122.64080,1.06737,1218886,1825.35910,0.00150,60540,8162.19596,0.13482,294552371,8372.06547,0.00003
2500,0.656193069,0.002629587,0.00401,10,3658265,192534.11850,0.05263,1638699,129473.96815,0.07901,1649947,133394.74496,0.08085,356824,36562.02793,0.10247,16,0.00000,0.00000,0,0.00000,,33282587546,39491334.30646,0.00119,44665582260,35929803.48605,0.00080,4000,0.00000,0.00000,0.002324181,0.000185615,0.07986,4184,60.15545,0.01438,491,36.60540,0.07452,3133,32.86014,0.01049,17469,3234.17796,0.18514,13185,3626.57069,0.27504,2040127,28121.71509,0.01378,105384,7997.66195,0.07589,4867,71.27576,0.01464,32581632,457711.58211,0.01405,1093,44.64129,0.04081,186,31.16640,0.16729,675,163.66850,0.24233,137,80.48906,0.58580,670,161.19333,0.24030,137,80.48906,0.58580,2372709,30982.39117,0.01306,122632,9168.77776,0.07477,291660595,1232237.04679,0.00422
3125,0.652699390,0.005168669,0.00792,10,3505975,101449.40062,0.02894,1573821,91611.12566,0.05821,1556699,65994.38530,0.04239,342289,31830.89304,0.09299,16,0.00000,0.00000,0,0.00000,,33253218051,40919146.81202,0.00123,44654971348,20601348.70683,0.00046,3200,0.00000,0.00000,0.002208755,0.000126447,0.05725,3374,10.19204,0.00302,456,63.82824,0.13985,3064,77.71179,0.02536,18743,6580.53997,0.35108,12676,5290.98235,0.41739,2470143,75740.66303,0.03066,118458,18463.03369,0.15586,4047,40.37821,0.00998,31499059,701993.27331,0.02229,339,76.93352,0.22634,165,34.17992,0.20640,630,110.31651,0.17505,132,79.97750,0.60497,634,119.80211,0.18869,132,79.97750,0.60497,2971796,91315.33879,0.03073,142683,22557.25491,0.15809,289124352,2875674.64771,0.00995
5000,0.642050469,0.022371451,0.03484,10,3898477,927606.05780,0.23794,1936496,943124.73933,0.48703,1702237,217677.67356,0.12788,504628,414418.14240,0.82123,16,0.00000,0.00000,0,0.00000,,33300130483,98496471.86951,0.00296,44731364234,177795582.87661,0.00397,2000,0.00000,0.00000,0.001996523,0.000156484,0.07838,2547,344.50647,0.13523,354,58.34581,0.16468,1943,56.14752,0.02888,17947,4421.24249,0.24634,15559,4372.43005,0.28101,3027545,300803.50769,0.09936,109951,16175.25129,0.14711,3240,350.93152,0.10829,26645299,483242.36982,0.01814,638,265.69500,0.41612,295,178.05121,0.60213,510,106.63755,0.20881,50,55.05603,1.09022,509,105.83262,0.20756,50,55.05603,1.09022,3869392,484070.95032,0.12510,140192,19896.11161,0.14192,246736896,2073780.21055,0.00840
6250,0.644602983,0.003075291,0.00477,10,3934296,671195.64503,0.17060,1816879,235853.73308,0.12981,1832933,243382.01284,0.13278,387404,53241.57977,0.13743,16,0.00000,0.00000,0,0.00000,,33294582118,100842835.28190,0.00303,44689106234,116968812.86555,0.00262,1600,0.00000,0.00000,0.001894051,0.000137735,0.07272,2068,213.01841,0.10297,306,37.32976,0.12191,1535,32.80176,0.02136,20955,8004.34448,0.38196,19054,8064.40286,0.42323,3638351,286746.93446,0.07881,114802,20859.95740,0.18170,2733,219.63100,0.08036,24313446,768767.41937,0.03162,549,220.10323,0.40026,266,124.69434,0.46825,584,74.27045,0.12715,78,32.73123,0.41963,580,73.04306,0.12576,78,32.73123,0.41963,4839744,513542.91236,0.10611,152426,31172.42997,0.20451,231469465,1439284.70474,0.00622
12500,0.637550792,0.001876931,0.00294,10,3886906,930059.17696,0.23928,1650142,129674.76817,0.07858,1668596,133022.09294,0.07972,350329,30927.99314,0.08828,16,0.00000,0.00000,0,0.00000,,33295452147,26583387.94735,0.00080,44715277610,17550843.58733,0.00039,800,0.00000,0.00000,0.001846309,0.000150778,0.08166,1606,554.17968,0.34492,183,29.43713,0.16077,776,15.95271,0.02054,17068,5726.33187,0.33550,15889,5750.22696,0.36189,4526769,1044088.87265,0.23065,85619,31575.13069,0.36879,2279,569.29829,0.24970,20800716,224555.20740,0.01080,840,561.76991,0.66806,520,465.60008,0.89521,484,47.43288,0.09782,36,15.17161,0.41911,485,46.60007,0.09602,36,15.17161,0.41911,6765730,2191536.80208,0.32392,128769,60002.37967,0.46597,202655334,567631.31943,0.00280
15625,0.638250843,0.002343898,0.00367,10,3162697,461459.54447,0.14591,1572880,82740.23939,0.05260,1571710,88487.98536,0.05630,343008,24374.03309,0.07106,16,0.00000,0.00000,0,0.00000,,33286658577,13521784.36811,0.00041,44702751075,8956945.20518,0.00020,640,0.00000,0.00000,0.001867578,0.000145833,0.07809,1066,335.03302,0.31420,196,37.32277,0.19033,627,15.05693,0.02400,12379,3280.53940,0.26501,11310,3303.75481,0.29209,5789170,941870.16323,0.16270,116775,32485.79434,0.27819,1755,353.75649,0.20147,20071628,315052.25684,0.01570,450,341.97929,0.75911,206,77.84236,0.37623,459,44.90929,0.09780,23,15.28107,0.64206,458,45.38783,0.09899,23,15.28107,0.64206,9908304,2370853.12920,0.23928,201109,69426.13590,0.34522,197176934,557896.81903,0.00283
25000,0.626733226,0.017844573,0.02847,10,3132298,973061.27466,0.31065,1717338,787154.21704,0.45836,1550647,272123.61521,0.17549,437495,324471.14271,0.74166,16,0.00000,0.00000,0,0.00000,,33309276847,266333105.36239,0.00800,44641993200,145684021.78745,0.00326,400,0.00000,0.00000,0.001779981,0.000121962,0.06852,744,144.04259,0.19350,146,32.16433,0.21895,390,7.00872,0.01794,12909,7490.58686,0.58026,12106,7580.67481,0.62614,6800916,629346.62978,0.09254,96825,21398.20594,0.22100,1440,146.56743,0.10173,18923520,345917.37855,0.01828,371,139.29126,0.37494,229,67.46489,0.29358,461,24.91965,0.05395,22,6.95142,0.31454,464,24.27985,0.05230,22,6.95142,0.31454,13453311,2476007.90466,0.18404,179808,56230.15294,0.31272,188456550,242910.02914,0.00129
31250,0.632999107,0.001804961,0.00285,10,3042672,253710.86247,0.08338,1521341,78490.72899,0.05159,1546210,64077.04129,0.04144,342272,23954.67080,0.06999,16,0.00000,0.00000,0,0.00000,,33282585668,15575192.26848,0.00047,44703981626,6566340.14286,0.00015,320,0.00000,0.00000,0.001719041,0.000057295,0.03333,911,333.21131,0.36576,115,28.48859,0.24644,309,9.29098,0.02998,13245,3635.24366,0.27445,12494,3655.59515,0.29257,6618320,1387517.05614,0.20965,77129,27396.44905,0.35520,1582,333.05857,0.21044,18716672,98725.02433,0.00527,611,339.16951,0.55438,236,142.53358,0.60242,449,36.30503,0.08077,22,8.36992,0.37200,449,36.64181,0.08146,22,8.36992,0.37200,12407239,4306962.24741,0.34713,143498,62557.01865,0.43594,185566822,888716.01250,0.00479
62500,0.623444056,0.020308320,0.03257,10,2598560,140433.65350,0.05404,1419441,71573.53928,0.05042,1421789,84138.08259,0.05918,319021,20704.33527,0.06490,16,0.00000,0.00000,0,0.00000,,33259487005,15680103.63626,0.00047,44691979642,7431529.22508,0.00017,160,0.00000,0.00000,0.001672124,0.000030229,0.01808,499,195.24654,0.39120,71,31.35549,0.43854,157,5.82714,0.03707,22516,41204.10035,1.82998,21947,41232.50024,1.87866,8563315,1116666.19151,0.13040,54094,22865.83866,0.42270,1150,185.70888,0.16139,17983078,95518.70439,0.00531,355,193.88568,0.54600,181,43.07668,0.23721,426,14.18293,0.03325,15,4.04969,0.26643,427,14.54686,0.03403,15,4.04969,0.26643,21053619,5464111.19020,0.25953,127467,50060.26234,0.39273,178874777,488126.04829,0.00273
78125,0.629774959,0.002191927,0.00348,10,2674101,60951.20200,0.02279,1457654,43835.20385,0.03007,1473655,46516.05160,0.03157,335897,17219.59593,0.05126,16,0.00000,0.00000,0,0.00000,,33267320145,7944386.84829,0.00024,44696117474,4742105.40483,0.00011,128,0.00000,0.00000,0.001683954,0.000096862,0.05752,518,203.32339,0.39191,66,34.93550,0.52456,124,4.93176,0.03974,10325,2202.61034,0.21331,9747,2193.73562,0.22505,8385955,1442814.50551,0.17205,56050,34008.27495,0.60675,1207,244.84873,0.20281,17853644,71593.47667,0.00401,405,204.39039,0.50355,196,64.43429,0.32875,427,22.38650,0.05238,14,4.83046,0.34503,427,21.54169,0.05040,14,4.83046,0.34503,20940527,6554748.42544,0.31302,137838,89638.15127,0.65031,177565696,175444.00518,0.00099
125000,0.628881419,0.000852720,0.00136,10,2659026,140663.13690,0.05290,1472707,71507.02324,0.04855,1463662,77579.03753,0.05300,337865,25954.08834,0.07682,16,0.00000,0.00000,0,0.00000,,33270943158,17054681.78415,0.00051,44697562303,5720039.09349,0.00013,80,0.00000,0.00000,0.001686970,0.000063594,0.03770,527,173.50328,0.32892,52,13.08137,0.24822,76,2.63312,0.03446,11017,2143.60767,0.19456,10502,2145.72540,0.20431,8098806,1216879.94587,0.15025,41033,6818.48297,0.16617,1224,176.52510,0.14422,17659084,29349.90349,0.00166,462,174.32948,0.37660,206,38.34985,0.18562,448,15.67021,0.03498,15,4.81202,0.31247,447,15.47938,0.03459,15,4.81202,0.31247,20134751,6515136.25534,0.32358,98568,22827.64369,0.23159,175800320,97599.84845,0.00056
156250,0.628212271,0.000597806,0.00095,10,2572308,119516.19983,0.04646,1407998,74823.93971,0.05314,1404156,67049.18629,0.04775,320792,19583.07039,0.06105,16,0.00000,0.00000,0,0.00000,,33257427409,14379722.89430,0.00043,44692979853,6256651.99973,0.00014,64,0.00000,0.00000,0.001654583,0.000062603,0.03784,452,152.54671,0.33712,42,8.60491,0.20295,61,2.31900,0.03765,9864,1124.69702,0.11402,9373,1129.76497,0.12053,8928513,1382913.79479,0.15489,36219,6203.24729,0.17127,1111,171.54060,0.15437,17596006,36094.93080,0.00205,402,152.04126,0.37812,201,74.52695,0.37004,426,10.26591,0.02407,13,3.40751,0.25241,426,10.23122,0.02400,13,3.40751,0.25241,23348114,7009729.61027,0.30023,91316,19195.04596,0.21020,175253094,68734.73667,0.00039
