Delay,Execution_Time_sec,Execution_Time_sec_STDV,Execution_Time_sec_COV,NUM_SAMPLES,L2_TCA,L2_TCA_STDV,L2_TCA_XCOV,L2_TCM,L2_TCM_STDV,L2_TCM_XCOV,L3_TCA,L3_TCA_STDV,L3_TCA_XCOV,L3_TCM,L3_TCM_STDV,L3_TCM_XCOV,OS_Threads,OS_Threads_STDV,OS_Threads_XCOV,STasks,STasks_STDV,STasks_XCOV,TOT_CYC,TOT_CYC_STDV,TOT_CYC_XCOV,TOT_INS,TOT_INS_STDV,TOT_INS_XCOV,Tasks,Tasks_STDV,Tasks_XCOV,Warmup_sec,Warmup_sec_STDV,Warmup_sec_XCOV,cumulative,cumulative_STDV,cumulative_XCOV,idle_rate,idle_rate_STDV,idle_rate_XCOV,objects,objects_STDV,objects_XCOV,pending_accesses,pending_accesses_STDV,pending_accesses_XCOV,pending_misses,pending_misses_STDV,pending_misses_XCOV,phase_duration,phase_duration_STDV,phase_duration_XCOV,phase_overhead,phase_overhead_STDV,phase_overhead_XCOV,phases,phases_STDV,phases_XCOV,resident,resident_STDV,resident_XCOV,stack_recycles,stack_recycles_STDV,stack_recycles_XCOV,stack_unbinds,stack_unbinds_STDV,stack_unbinds_XCOV,stolen_from_pending,stolen_from_pending_STDV,stolen_from_pending_XCOV,stolen_from_staged,stolen_from_staged_STDV,stolen_from_staged_XCOV,stolen_to_pending,stolen_to_pending_STDV,stolen_to_pending_XCOV,stolen_to_staged,stolen_to_staged_STDV,stolen_to_staged_XCOV,task_duration,task_duration_STDV,task_duration_XCOV,task_overhead,task_overhead_STDV,task_overhead_XCOV,virtual,virtual_STDV,virtual_XCOV
100,2.540334944,0.002922267,0.00115,10,4986156,162922.00023,0.03267,2493088,125035.76403,0.05015,2493703,124633.10395,0.04998,547792,55475.61651,0.10127,4,0.00000,0.00000,0,0.00000,,36464683639,26926683.19893,0.00074,49019381406,3978643.08678,0.00008,100000,0.00000,0.00000,0.015963146,0.000766570,0.04802,100047,2.91548,0.00003,83,5.90292,0.07044,781,3.10734,0.00398,203200,134.98004,0.00066,103040,112.28021,0.00109,100135,89.38929,0.00089,850,60.02000,0.07060,100221,35.63472,0.00036,32216678,16965.33115,0.00053,99279,3.09839,0.00003,2349,257.83724,0.10974,77,34.66362,0.44612,11,31.84755,2.79365,76,33.98382,0.44540,11,31.84755,2.79365,100315,111.97599,0.00112,851,60.64331,0.07122,189288857,83797.43761,0.00044
125,2.534330384,0.001039812,0.00041,10,4144367,70584.57896,0.01703,2064913,73399.40867,0.03555,2065724,72041.89026,0.03487,437930,30482.25576,0.06961,4,0.00000,0.00000,0,0.00000,,36380594398,5118218.00271,0.00014,48954641988,1594113.64217,0.00003,80000,0.00000,0.00000,0.013043291,0.000377215,0.02892,80048,4.97214,0.00006,73,4.05654,0.05534,781,1.44914,0.00186,162662,187.56466,0.00115,82503,156.49224,0.00190,124965,115.18102,0.00092,926,51.21892,0.05528,80206,30.16694,0.00038,29641932,29460.84364,0.00099,79279,5.20256,0.00007,1866,140.95531,0.07553,58,10.37947,0.17652,0,0.87560,0.97288,58,10.18986,0.17419,0,0.87560,0.97288,125222,120.52058,0.00096,928,51.13609,0.05509,186127974,43011.25067,0.00023
200,2.525267016,0.004189663,0.00166,10,2844490,64522.45989,0.02268,1375360,71836.82541,0.05223,1375333,69796.53779,0.05075,288871,17677.06058,0.06119,4,0.00000,0.00000,0,0.00000,,36246529254,31361952.91311,0.00087,48863212691,41424129.31170,0.00085,50000,0.00000,0.00000,0.008272083,0.000177595,0.02147,50059,11.68285,0.00023,58,12.31260,0.21011,779,1.96921,0.00252,115180,39208.13862,0.34041,64979,39229.03017,0.60371,199198,189.61728,0.00095,1184,252.69173,0.21342,50232,35.79261,0.00071,25752371,30821.47389,0.00120,49292,12.00231,0.00024,1241,112.42696,0.09055,43,4.50185,0.10373,1,0.66667,0.66667,43,4.52647,0.10430,1,0.66667,0.66667,199914,120.66096,0.00060,1188,253.00242,0.21296,183006003,90644.14993,0.00050
250,2.519355203,0.001797244,0.00071,10,2372724,87729.10545,0.03697,1105178,60640.92733,0.05487,1105685,58859.65227,0.05323,228288,25284.96459,0.11076,4,0.00000,0.00000,0,0.00000,,36185265119,14008138.30037,0.00039,48818368966,1108085.72535,0.00002,40000,0.00000,0.00000,0.006419670,0.000729733,0.11367,40080,19.30918,0.00048,46,3.06232,0.06600,780,2.76687,0.00354,82279,241.91599,0.00294,42117,281.48132,0.00668,248212,305.28029,0.00123,1167,77.03398,0.06599,40247,31.58076,0.00078,24478924,36331.72267,0.00148,39310,19.20098,0.00049,947,92.70629,0.09786,68,55.19219,0.80221,31,67.84304,2.16751,68,55.53737,0.81433,31,67.84304,2.16751,249287,241.64473,0.00097,1172,77.37327,0.06601,180874854,75759.39277,0.00042
500,2.512791690,0.001160297,0.00046,10,1517468,51860.39706,0.03418,646346,11112.68132,0.01719,645542,11131.88976,0.01724,133444,13302.16187,0.09968,4,0.00000,0.00000,0,0.00000,,36096296230,5144129.72898,0.00014,48746556171,1495763.01543,0.00003,20000,0.00000,0.00000,0.003564488,0.000246608,0.06918,20124,65.10410,0.00324,33,3.40098,0.10092,779,3.04777,0.00391,42454,552.79923,0.01302,22277,535.40137,0.02403,491469,2201.43636,0.00448,1682,167.22138,0.09937,20283,88.08109,0.00434,21889024,37090.85753,0.00169,19357,66.75003,0.00345,509,58.57654,0.11506,46,51.25546,1.09755,21,64.26585,3.04578,46,51.34242,1.10652,21,64.26585,3.04578,495535,1658.59180,0.00335,1695,171.06532,0.10088,179013632,649850.62007,0.00363
625,2.511550505,0.001249742,0.00050,10,1369510,85374.95072,0.06234,553921,28441.70714,0.05135,553265,30010.45134,0.05424,113723,13132.35320,0.11548,4,0.00000,0.00000,0,0.00000,,36074272380,11213878.82744,0.00031,48731360364,14138137.83113,0.00029,16000,0.00000,0.00000,0.003481596,0.001537358,0.44157,16209,59.13121,0.00365,30,6.39878,0.20980,780,1.79196,0.00230,35111,562.57819,0.01602,18942,542.90131,0.02866,609026,2470.74514,0.00406,1902,380.78229,0.20014,16362,60.55016,0.00370,21366374,57642.29716,0.00270,15440,58.75949,0.00381,478,62.46279,0.13057,49,54.05152,1.08756,21,63.59944,3.02854,49,53.51843,1.09221,21,63.59944,3.02854,614998,2578.73092,0.00419,1920,385.87246,0.20098,177756979,94000.99383,0.00053
1000,2.510147606,0.000607268,0.00024,10,1119280,59354.33498,0.05303,421330,16374.40384,0.03886,420756,17096.47990,0.04063,97019,9215.21511,0.09498,4,0.00000,0.00000,0,0.00000,,36053761781,3360884.38274,0.00009,48720323991,2068079.37330,0.00004,10000,0.00000,0.00000,0.002047368,0.000055011,0.02687,10191,56.60084,0.00555,30,2.23358,0.07421,781,2.27058,0.00291,23500,947.27143,0.04031,13299,961.56595,0.07230,961640,7050.17642,0.00733,2942,218.56057,0.07428,10356,72.64373,0.00701,20586905,69577.09731,0.00338,9421,57.15330,0.00607,336,88.09471,0.26195,30,5.97123,0.19324,1,0.73786,0.67079,31,6.01480,0.18914,1,0.73786,0.67079,977773,5463.27404,0.00559,2989,224.48459,0.07510,177729536,39759.10681,0.00022
1250,2.509246780,0.000459941,0.00018,10,1061990,35986.99522,0.03389,390910,19722.59098,0.05045,391454,20819.81871,0.05319,86034,10998.01480,0.12783,4,0.00000,0.00000,0,0.00000,,36044915695,2283980.18729,0.00006,48714006797,2023070.38278,0.00004,8000,0.00000,0.00000,0.001747844,0.000075338,0.04310,8283,78.47264,0.00947,27,1.87380,0.06740,779,2.67499,0.00343,20481,903.36738,0.04411,12276,922.12776,0.07511,1179264,52847.22640,0.04481,3343,289.67470,0.08663,8452,63.28595,0.00749,20329676,54785.43550,0.00269,7517,78.93042,0.01050,333,65.92462,0.19768,30,5.29255,0.17467,1,0.96609,0.60381,30,5.63816,0.18365,1,0.96609,0.60381,1204092,51414.71748,0.04270,3413,288.84290,0.08463,176683417,44418.47140,0.00025
2500,2.508043519,0.000523718,0.00021,10,1306743,91182.40573,0.06978,273266,20035.49851,0.07332,273438,20265.43439,0.07411,58258,8607.45861,0.14775,4,0.00000,0.00000,0,0.00000,,36025697285,8333058.86646,0.00023,48703694051,11002185.73882,0.00023,4000,0.00000,0.00000,0.001116972,0.000066231,0.05930,4917,140.31409,0.02853,24,3.32666,0.13414,780,2.17051,0.00278,14009,812.87767,0.05802,9792,812.80915,0.08300,1950538,62195.68441,0.03189,4924,571.78396,0.11611,5099,151.57103,0.02973,19845939,35593.06423,0.00179,4149,142.08687,0.03424,435,223.87497,0.51466,29,5.39959,0.18366,0,0.52705,1.05409,29,5.00666,0.16801,0,0.52705,1.05409,2025277,61777.78005,0.03050,5112,607.38768,0.11880,176678912,45865.85302,0.00026
3125,2.508039292,0.000341996,0.00014,10,1387142,177667.99598,0.12808,234687,16818.42380,0.07166,236277,16938.54645,0.07169,49320,6348.94221,0.12873,4,0.00000,0.00000,0,0.00000,,36023142509,5279504.08144,0.00015,48705185003,6759933.24712,0.00014,3200,0.00000,0.00000,0.000964676,0.000034638,0.03591,4315,275.34393,0.06380,25,1.72884,0.06675,780,1.82878,0.00234,12412,1615.45160,0.13015,9005,1584.62080,0.17597,2225891,155234.45411,0.06974,5901,767.71172,0.13009,4483,291.70274,0.06506,19732070,35033.50621,0.00178,3548,271.98654,0.07664,375,285.57863,0.76033,25,4.13790,0.16101,0,0.73786,0.81985,25,3.50238,0.13681,0,0.73786,0.81985,2315785,159443.18077,0.06885,6135,777.45626,0.12671,176674816,42926.65323,0.00024
5000,2.507985094,0.000476095,0.00019,10,1204890,337471.73190,0.28009,206292,6950.25426,0.03369,205842,7503.24293,0.03645,44938,3989.15911,0.08877,4,0.00000,0.00000,0,0.00000,,36016101713,5828099.10407,0.00016,48700032816,6720547.77325,0.00014,2000,0.00000,0.00000,0.000795178,0.000040792,0.05130,2804,507.08361,0.18080,26,2.68535,0.09983,779,1.57762,0.00202,8445,2307.74287,0.27325,6260,2289.75102,0.36573,3450978,664324.91366,0.19250,9596,2813.55895,0.29318,2961,519.01283,0.17523,19581337,33842.64488,0.00173,2038,506.54148,0.24850,548,434.34630,0.79174,29,3.56059,0.12152,1,0.84327,0.60234,29,4.02768,0.13889,1,0.84327,0.60234,3660865,736219.81761,0.20111,10185,3087.40614,0.30312,176695296,55569.23440,0.00031
6250,2.507400668,0.000263479,0.00011,10,1397400,103296.59562,0.07392,194842,9454.37946,0.04852,196825,9340.46260,0.04746,41085,6584.82648,0.16027,4,0.00000,0.00000,0,0.00000,,36017197664,2065856.31025,0.00006,48702963716,2394873.20707,0.00005,1600,0.00000,0.00000,0.000753137,0.000060069,0.07976,2818,118.99318,0.04222,24,1.05935,0.04359,780,2.66875,0.00342,9233,368.21787,0.03988,7445,360.94475,0.04848,3349117,151561.06000,0.04525,8328,610.16413,0.07326,2966,136.39750,0.04598,19489177,91801.78878,0.00471,2051,116.00402,0.05655,550,360.75244,0.65579,25,3.95671,0.15764,1,0.87560,0.79600,26,3.91010,0.14924,1,0.87560,0.79600,3531911,151996.30523,0.04304,8775,613.15247,0.06987,176892313,664119.80316,0.00375
12500,2.507273561,0.000555274,0.00022,10,1171944,278910.79456,0.23799,176839,10536.83904,0.05958,177429,11330.79588,0.06386,35876,3605.98227,0.10051,4,0.00000,0.00000,0,0.00000,,36002085307,27243063.73681,0.00076,48685310910,38952940.31680,0.00080,800,0.00000,0.00000,0.000597536,0.000027895,0.04668,1771,477.72783,0.26974,25,2.64365,0.10532,780,2.58414,0.00331,6777,1973.00968,0.29113,5773,1972.74277,0.34168,5523476,1958046.35988,0.35450,14493,6956.12940,0.47995,1938,479.57969,0.24742,19365478,127823.93295,0.00660,1002,477.34089,0.47634,169,197.24255,1.16574,27,3.65300,0.13188,0,0.73786,0.81985,27,2.54733,0.09297,0,0.73786,0.81985,6208979,2562840.09579,0.41276,16368,8901.99853,0.54384,176682188,46583.68473,0.00026
15625,2.505883049,0.000728245,0.00029,10,792125,127852.41531,0.16140,163975,4716.98550,0.02877,164411,4785.13534,0.02910,35600,5853.22932,0.16442,4,0.00000,0.00000,0,0.00000,,35994884712,28684837.44896,0.00080,48677270105,40961466.10510,0.00084,640,0.00000,0.00000,0.000570707,0.000027559,0.04829,1485,389.89573,0.26243,20,2.74874,0.13744,606,48.57171,0.08014,5571,1397.56814,0.25084,4762,1394.75851,0.29288,6461255,1880774.25265,0.29108,13093,3807.33795,0.29078,1636,364.65023,0.22280,18541363,243787.90377,0.01315,893,359.22856,0.40200,152,186.53019,1.22556,46,48.07875,1.03842,14,39.68893,2.81482,45,47.70558,1.05078,14,39.68893,2.81482,7391304,2812173.15444,0.38047,14859,5393.65150,0.36298,169174630,1781262.65631,0.01053
25000,2.504312913,0.000176037,0.00007,10,546254,52919.59022,0.09688,145893,5976.12688,0.04096,146337,5168.46982,0.03532,31957,1963.03150,0.06143,4,0.00000,0.00000,0,0.00000,,35999390723,1901326.25740,0.00005,48688248768,2164316.82232,0.00004,400,0.00000,0.00000,0.000555052,0.000040723,0.07337,531,55.48664,0.10432,14,0.70711,0.04877,383,2.31900,0.00605,2256,242.03464,0.10728,1622,241.03962,0.14852,13537449,1334972.57930,0.09861,20253,1646.56128,0.08130,726,73.22940,0.10074,17401856,89369.38449,0.00514,159,55.70248,0.34836,141,57.14980,0.40503,25,7.19259,0.27878,0,0.82327,1.17610,24,7.28850,0.29508,0,0.82327,1.17610,18607639,1896012.04391,0.10189,27754,2275.39934,0.08198,161053491,87040.40157,0.00054
31250,2.503554389,0.000115799,0.00005,10,490496,29843.25978,0.06084,142903,7894.61246,0.05524,144548,7936.90586,0.05491,29759,1009.00977,0.03391,4,0.00000,0.00000,0,0.00000,,35998407309,1936885.41771,0.00005,48687220948,1842207.18585,0.00004,320,0.00000,0.00000,0.000534477,0.000036603,0.06848,426,55.62983,0.13037,11,0.42164,0.03573,304,2.14994,0.00705,2074,296.81539,0.14308,1534,318.37183,0.20744,16378945,1547865.33639,0.09450,19927,2300.14508,0.11543,609,40.73505,0.06681,17021337,30785.16348,0.00181,134,55.76628,0.41339,112,49.64373,0.44128,31,4.32178,0.13808,1,0.82327,0.63329,30,5.22919,0.17258,1,0.82327,0.63329,23684538,3442607.85142,0.14535,28782,4524.41835,0.15719,158089625,68876.97325,0.00044
62500,2.501951769,0.000207605,0.00008,10,411670,24054.82879,0.05843,132748,6542.23322,0.04928,132932,4859.55116,0.03656,28494,1852.41656,0.06501,4,0.00000,0.00000,0,0.00000,,35997451533,1976868.39176,0.00005,48687890994,1926455.43317,0.00004,160,0.00000,0.00000,0.000532766,0.000053270,0.09999,294,90.13453,0.30585,5,0.82327,0.15533,144,2.16282,0.01499,1656,318.16608,0.19212,1300,329.02982,0.25306,21972348,3678350.84309,0.16741,12521,2343.12142,0.18712,449,83.63970,0.18603,16173056,94912.76481,0.00587,162,88.81322,0.54722,133,78.48914,0.58618,27,5.53373,0.19906,0,0.63246,0.79057,27,4.71522,0.17022,0,0.63246,0.79057,35036454,8717301.17396,0.24881,19996,5724.95312,0.28630,152587468,894106.33607,0.00586
78125,2.501608494,0.000114716,0.00005,10,397787,17433.23778,0.04383,131349,5073.35797,0.03863,131768,5895.92973,0.04474,28429,1814.43052,0.06382,4,0.00000,0.00000,0,0.00000,,35988906291,25146996.50167,0.00070,48675936478,36049357.01359,0.00074,128,0.00000,0.00000,0.000506744,0.000020733,0.04091,228,44.02890,0.19235,4,0.63246,0.15058,110,7.39444,0.06704,1506,248.33812,0.16483,1177,242.02057,0.20559,25225842,4259592.72005,0.16886,11439,1515.69245,0.13250,392,62.44295,0.15901,16062054,37945.46033,0.00236,130,45.89795,0.35090,117,49.26301,0.41819,32,13.23296,0.41353,3,6.85079,1.90300,31,14.39946,0.45424,3,6.85079,1.90300,43355489,8320506.56959,0.19191,19780,3728.95122,0.18851,150917120,249613.40500,0.00165
125000,2.501099871,0.000072140,0.00003,10,377084,18050.56784,0.04787,128915,4711.78073,0.03655,129051,4032.23296,0.03125,27877,2301.07449,0.08254,4,0.00000,0.00000,0,0.00000,,35993094783,7637344.71212,0.00021,48682517268,10661707.71993,0.00022,80,0.00000,0.00000,0.000512663,0.000044097,0.08602,227,81.39758,0.35748,2,0.00000,0.00000,62,3.96653,0.06316,1614,442.82087,0.27421,1324,412.64433,0.31150,26218295,6983494.93850,0.26636,6695,1968.02033,0.29395,393,121.38758,0.30848,15834726,36810.86541,0.00232,175,80.17127,0.45578,116,65.89394,0.56464,28,7.36659,0.25757,1,0.81650,0.81650,28,7.61577,0.27199,1,0.81650,0.81650,46743136,16192218.86086,0.34641,11875,4553.45517,0.38343,149244723,85331.69492,0.00057
156250,2.500931398,0.000105012,0.00004,10,384893,16573.50407,0.04306,130699,7428.69311,0.05684,131430,7757.57617,0.05902,28456,1381.56884,0.04855,4,0.00000,0.00000,0,0.00000,,35989003958,16565312.13448,0.00046,48676930453,24093617.79548,0.00049,64,0.00000,0.00000,0.000501563,0.000027067,0.05397,192,73.19563,0.38004,1,0.70711,0.47140,46,6.02310,0.12953,1408,321.33617,0.22816,1146,302.88027,0.26422,28643080,7341211.85136,0.25630,5425,1915.71897,0.35310,351,93.81003,0.26658,15781478,48711.98603,0.00309,157,71.21524,0.45216,126,68.82861,0.54453,27,8.05812,0.29196,2,4.11501,1.71459,28,7.77532,0.27475,2,4.11501,1.71459,54964961,18624696.62577,0.33885,10165,4109.31691,0.40426,148723712,141814.03896,0.00095
