Delay,Execution_Time_sec,Execution_Time_sec_STDV,Execution_Time_sec_COV,NUM_SAMPLES,L2_TCA,L2_TCA_STDV,L2_TCA_XCOV,L2_TCM,L2_TCM_STDV,L2_TCM_XCOV,L3_TCA,L3_TCA_STDV,L3_TCA_XCOV,L3_TCM,L3_TCM_STDV,L3_TCM_XCOV,OS_Threads,OS_Threads_STDV,OS_Threads_XCOV,STasks,STasks_STDV,STasks_XCOV,TOT_CYC,TOT_CYC_STDV,TOT_CYC_XCOV,TOT_INS,TOT_INS_STDV,TOT_INS_XCOV,Tasks,Tasks_STDV,Tasks_XCOV,Warmup_sec,Warmup_sec_STDV,Warmup_sec_XCOV,cumulative,cumulative_STDV,cumulative_XCOV,idle_rate,idle_rate_STDV,idle_rate_XCOV,objects,objects_STDV,objects_XCOV,pending_accesses,pending_accesses_STDV,pending_accesses_XCOV,pending_misses,pending_misses_STDV,pending_misses_XCOV,phase_duration,phase_duration_STDV,phase_duration_XCOV,phase_overhead,phase_overhead_STDV,phase_overhead_XCOV,phases,phases_STDV,phases_XCOV,resident,resident_STDV,resident_XCOV,stack_recycles,stack_recycles_STDV,stack_recycles_XCOV,stack_unbinds,stack_unbinds_STDV,stack_unbinds_XCOV,stolen_from_pending,stolen_from_pending_STDV,stolen_from_pending_XCOV,stolen_from_staged,stolen_from_staged_STDV,stolen_from_staged_XCOV,stolen_to_pending,stolen_to_pending_STDV,stolen_to_pending_XCOV,stolen_to_staged,stolen_to_staged_STDV,stolen_to_staged_XCOV,task_duration,task_duration_STDV,task_duration_XCOV,task_overhead,task_overhead_STDV,task_overhead_XCOV,virtual,virtual_STDV,virtual_XCOV
100,1.287025525,0.003912568,0.00304,10,6436896,125506.54814,0.01950,3317155,105263.93382,0.03173,3317378,107274.39068,0.03234,728850,58667.93774,0.08049,8,0.00000,0.00000,0,0.00000,,34676289288,46984928.23091,0.00135,46348377904,3698170.05435,0.00008,100000,0.00000,0.00000,0.015431314,0.000563587,0.03652,100093,3.54181,0.00004,158,21.37912,0.13463,1583,1.10050,0.00070,205973,580.95734,0.00282,105736,568.19540,0.00537,100328,173.19767,0.00173,1620,221.84990,0.13691,100574,55.02969,0.00055,36585472,84892.55762,0.00232,98523,3.88730,0.00004,1112,72.38140,0.06508,340,71.70619,0.21090,55,53.77938,0.97781,340,71.09149,0.20909,55,53.77938,0.97781,100819,168.05293,0.00167,1625,222.63974,0.13695,228220928,40960.00000,0.00018
125,1.283265363,0.001479970,0.00115,10,5388126,247880.02203,0.04600,2731497,135307.06674,0.04954,2734439,132988.33304,0.04863,633136,32895.32265,0.05196,8,0.00000,0.00000,0,0.00000,,34138627799,1366852923.42064,0.04004,45696036870,1833058732.01891,0.04011,80000,0.00000,0.00000,0.012910439,0.000400408,0.03101,80090,4.00694,0.00005,149,9.01172,0.06012,1583,1.05409,0.00067,164245,162.65997,0.00099,83957,134.98543,0.00161,126334,4502.43490,0.03564,1922,82.06671,0.04269,80550,43.84075,0.00054,33996800,99228.83481,0.00292,78520,5.88784,0.00007,927,47.20687,0.05090,293,30.44485,0.10391,14,31.04853,2.11214,293,29.87455,0.10175,14,31.04853,2.11214,127074,4515.13713,0.03553,1932,82.51868,0.04271,225059635,5727.89472,0.00003
200,1.275273234,0.002280429,0.00179,10,3939965,95495.16150,0.02424,1899280,62527.69973,0.03292,1905907,62652.61729,0.03287,416950,32000.73529,0.07675,8,0.00000,0.00000,0,0.00000,,34361389059,26613826.57152,0.00077,46159417555,31538405.18867,0.00068,50000,0.00000,0.00000,0.008194591,0.000295800,0.03610,50101,8.04777,0.00016,129,12.76497,0.09857,1583,0.51640,0.00033,103884,171.71928,0.00165,53576,198.98490,0.00371,202485,8858.54085,0.04375,2661,275.12389,0.10337,50540,50.64353,0.00100,30129356,56055.20621,0.00186,48531,8.31598,0.00017,613,33.86181,0.05522,256,49.86705,0.19441,25,42.76343,1.68360,256,50.13194,0.19575,25,42.76343,1.68360,204284,8841.56958,0.04328,2683,275.62835,0.10273,221909811,6345.49591,0.00003
250,1.273316332,0.001553122,0.00122,10,3459671,55798.92277,0.01613,1635444,34287.19662,0.02097,1638765,33731.65495,0.02058,361664,18452.09049,0.05102,8,0.00000,0.00000,0,0.00000,,34310258190,13523370.22831,0.00039,46135291554,2966616.86473,0.00006,40000,0.00000,0.00000,0.006777944,0.000324487,0.04787,40095,3.94405,0.00010,126,9.41925,0.07446,1582,1.22927,0.00078,84074,406.50610,0.00484,43704,404.56343,0.00926,246579,166.34783,0.00067,3163,239.64752,0.07576,40579,33.47702,0.00082,28838297,81651.04293,0.00283,38525,5.33333,0.00014,522,43.90140,0.08410,233,49.38241,0.21122,15,32.23542,2.10689,233,49.13530,0.21043,15,32.23542,2.10689,249604,169.16859,0.00068,3198,241.05472,0.07536,219825356,44579.75372,0.00020
500,1.266984992,0.002278175,0.00180,10,2459324,38044.63689,0.01547,1060530,19045.53482,0.01796,1070603,17700.56516,0.01653,236861,13438.10411,0.05673,8,0.00000,0.00000,0,0.00000,,34172410874,11113167.64945,0.00033,46056426008,11331872.30877,0.00025,20000,0.00000,0.00000,0.003628765,0.000253621,0.06989,20113,13.37535,0.00067,104,15.26943,0.14598,1582,1.25167,0.00079,44031,483.49640,0.01098,23723,433.74095,0.01828,484756,1226.79096,0.00253,5133,752.32266,0.14655,20587,62.89188,0.00305,26290585,17399.29717,0.00066,18542,13.26692,0.00072,318,22.58712,0.07098,273,103.76491,0.37926,45,52.77005,1.15471,273,104.27128,0.38125,45,52.77005,1.15471,496350,635.02011,0.00128,5252,775.06060,0.14756,217708134,8890.40655,0.00004
625,1.267123707,0.001730656,0.00137,10,2318449,41234.80931,0.01779,968811,30489.12710,0.03147,972505,31693.59832,0.03259,211628,13798.06626,0.06520,8,0.00000,0.00000,0,0.00000,,34153505399,10171340.65039,0.00030,46048760581,1898649.73492,0.00004,16000,0.00000,0.00000,0.003220912,0.000089679,0.02784,16140,28.26462,0.00175,109,12.51000,0.11425,1583,0.51640,0.00033,36159,656.96139,0.01817,19852,681.64443,0.03434,602266,2037.49107,0.00338,6677,762.61378,0.11422,16564,59.54121,0.00359,25753190,79029.09766,0.00307,14569,28.20973,0.00194,266,21.79806,0.08176,220,96.41023,0.43704,24,43.12785,1.74607,220,97.14457,0.43997,24,43.12785,1.74607,618360,1375.83478,0.00222,6853,792.68066,0.11567,216661606,7831.35015,0.00004
1000,1.265847802,0.001082597,0.00086,10,2042063,60032.86445,0.02940,796384,22759.55286,0.02858,803611,28536.12281,0.03551,189649,10134.18912,0.05344,8,0.00000,0.00000,0,0.00000,,34119304486,5958339.25763,0.00017,46032523837,1331115.55671,0.00003,10000,0.00000,0.00000,0.002340188,0.000161465,0.06900,10207,69.45350,0.00680,107,7.69199,0.07155,1584,0.94281,0.00060,25089,860.01912,0.03428,14742,893.81539,0.06063,931773,6888.15355,0.00739,10135,729.57681,0.07199,10685,73.84255,0.00691,24998707,38559.48865,0.00154,8635,70.41472,0.00815,225,48.23369,0.21399,249,112.05733,0.44967,45,66.12186,1.46612,249,111.63557,0.44744,45,66.12186,1.46612,976145,6717.58376,0.00688,10609,755.92904,0.07125,216663244,7735.55021,0.00004
1250,1.265936354,0.001679984,0.00133,10,1992680,84073.79130,0.04219,779317,26596.44083,0.03413,786917,23378.15119,0.02971,185963,11041.31008,0.05937,8,0.00000,0.00000,0,0.00000,,34112268681,7538218.97122,0.00022,46027357033,3735732.39331,0.00008,8000,0.00000,0.00000,0.001986344,0.000152435,0.07674,8195,48.58395,0.00593,110,11.97033,0.10804,1583,1.44914,0.00092,21907,546.00550,0.02492,13538,554.65188,0.04097,1148234,6236.66749,0.00543,12865,1357.33327,0.10550,8664,49.61463,0.00573,24754995,26266.25981,0.00106,6624,49.64552,0.00749,207,57.73743,0.27825,215,99.07214,0.45909,35,67.43598,1.89961,217,98.81610,0.45495,35,67.43598,1.89961,1215131,7428.71202,0.00611,13608,1441.43009,0.10592,215721574,326181.53379,0.00151
2500,1.266041452,0.000562611,0.00044,10,1990798,186300.39227,0.09358,688437,49356.64590,0.07169,693165,47099.27955,0.06795,168311,24877.13840,0.14780,8,0.00000,0.00000,0,0.00000,,34095136360,10518488.67393,0.00031,46021750989,8339455.77647,0.00018,4000,0.00000,0.00000,0.001427463,0.000041032,0.02874,4341,135.95114,0.03131,115,4.62481,0.04004,1582,0.91894,0.00058,16783,2978.82738,0.17748,12370,2977.07352,0.24067,2109419,142741.54260,0.06767,24694,2286.89630,0.09261,4818,147.78817,0.03067,24191795,95647.42271,0.00395,2772,136.75205,0.04933,251,136.65939,0.54295,176,10.67968,0.06051,4,1.79196,0.36571,177,9.80703,0.05534,4,1.79196,0.36571,2344498,157685.66248,0.06726,27430,2558.93562,0.09329,215613849,8065.87350,0.00004
3125,1.266020363,0.001360951,0.00107,10,2246106,180230.09991,0.08024,716710,37484.21464,0.05230,719403,38269.92708,0.05320,173350,28168.39789,0.16249,8,0.00000,0.00000,0,0.00000,,34095497393,8436927.88993,0.00025,46024360889,5107453.70788,0.00011,3200,0.00000,0.00000,0.001274970,0.000084014,0.06589,3755,123.12148,0.03279,116,10.13246,0.08735,1582,1.64655,0.00104,16869,3181.72846,0.18861,13319,3273.95364,0.24581,2327862,96044.55728,0.04126,27299,1634.10293,0.05986,4232,150.85862,0.03564,24134860,23730.89162,0.00098,2185,122.05846,0.05585,349,103.79387,0.29698,246,114.43873,0.46520,35,49.01020,1.40029,246,114.85566,0.46613,35,49.01020,1.40029,2627786,87685.91135,0.03337,30814,2080.52759,0.06752,215631052,37343.80105,0.00017
5000,1.265048036,0.000665300,0.00053,10,2429324,261444.72083,0.10762,661595,59037.52818,0.08924,666966,66618.90493,0.09988,171829,48630.96789,0.28302,8,0.00000,0.00000,0,0.00000,,34094103744,10369566.51906,0.00030,46025781066,4680353.34670,0.00010,2000,0.00000,0.00000,0.001179891,0.000088601,0.07509,3167,280.89974,0.08870,108,5.25463,0.04843,1568,24.02684,0.01532,16488,1963.58948,0.11909,14173,2077.94812,0.14660,2762170,229562.14237,0.08311,30259,1666.97985,0.05509,3610,291.27957,0.08067,23918182,128358.76194,0.00537,1612,269.55478,0.16722,405,316.94305,0.78123,245,122.80771,0.49962,51,72.39160,1.41667,245,123.84865,0.50468,51,72.39160,1.41667,3157910,292085.10640,0.09249,34565,2253.54087,0.06520,215064985,890654.66535,0.00414
6250,1.265876410,0.000982867,0.00078,10,2882775,539171.40712,0.18703,631611,63161.99614,0.10000,634156,58304.70839,0.09194,136262,17844.88584,0.13096,8,0.00000,0.00000,0,0.00000,,34081534602,10710683.24090,0.00031,46022080712,10057844.14950,0.00022,1600,0.00000,0.00000,0.001091758,0.000124822,0.11433,2676,395.45928,0.14775,115,8.64163,0.07495,1583,1.05935,0.00067,11968,3401.39719,0.28420,9983,3436.78970,0.34426,3253494,488460.85447,0.15013,38239,7942.12072,0.20770,3124,386.36805,0.12366,23947673,28193.38950,0.00118,1105,394.85526,0.35711,483,291.26775,0.60266,166,11.07349,0.06639,5,1.49071,0.29814,167,10.98686,0.06563,5,1.49071,0.29814,3841008,718654.70849,0.18710,45146,11090.91519,0.24567,215608934,8065.87350,0.00004
12500,1.258846655,0.000767134,0.00061,10,1375143,157750.55044,0.11472,490972,31381.81483,0.06392,498071,30015.66312,0.06026,124465,16560.08440,0.13305,8,0.00000,0.00000,0,0.00000,,34053630836,6505852.40209,0.00019,46000538840,5417806.10506,0.00012,800,0.00000,0.00000,0.000972177,0.000087328,0.08983,983,111.49390,0.11342,64,5.39959,0.08384,784,16.78127,0.02139,5133,1405.92973,0.27386,3935,1454.45341,0.36956,6862632,475849.33777,0.06934,44373,4580.17724,0.10322,1454,100.59291,0.06916,19780812,179675.48043,0.00908,211,127.04750,0.60155,181,118.30582,0.65146,185,44.49719,0.24053,9,17.64747,1.78257,184,43.81083,0.23746,9,17.64747,1.78257,10221009,982518.82540,0.09613,65971,7322.48147,0.11099,185142886,636396.05883,0.00344
15625,1.257012361,0.000684848,0.00054,10,1372840,145645.15101,0.10609,497432,33489.87240,0.06733,501890,34414.64748,0.06857,131570,22579.93202,0.17162,8,0.00000,0.00000,0,0.00000,,34057447298,8563490.57875,0.00025,46003654554,5389350.19314,0.00012,640,0.00000,0.00000,0.000951696,0.000085442,0.08978,878,138.58908,0.15774,50,5.94045,0.11834,616,22.89202,0.03714,5633,1972.15658,0.35006,4593,2037.00958,0.44344,7230099,640781.86137,0.08863,36745,6954.39132,0.18926,1367,128.42395,0.09390,19005849,139256.63771,0.00733,274,160.45730,0.58369,150,61.16244,0.40559,206,54.81687,0.26610,18,22.54280,1.19909,206,55.29758,0.26766,18,22.54280,1.19909,11414056,1598157.30080,0.14002,58226,14235.99565,0.24449,178926387,853912.69335,0.00477
25000,1.254565343,0.000465227,0.00037,10,1208801,131488.02057,0.10878,460930,25713.80721,0.05579,462918,27990.47505,0.06047,113638,9970.47084,0.08774,8,0.00000,0.00000,0,0.00000,,34047222019,7468751.34887,0.00022,45997440213,8936421.38663,0.00019,400,0.00000,0.00000,0.000885762,0.000046438,0.05243,626,147.59438,0.23544,31,3.89444,0.12363,387,10.34999,0.02672,4308,1365.76174,0.31701,3480,1408.00750,0.40452,8933014,843503.99627,0.09443,28395,4801.37388,0.16909,1107,124.74512,0.11266,17910579,51523.92465,0.00288,253,156.75444,0.61909,198,83.81037,0.42158,174,22.06153,0.12635,9,10.23556,1.12479,174,21.54066,0.12380,9,10.23556,1.12479,16156770,2781138.36829,0.17213,51307,10766.74078,0.20985,170483712,363111.93372,0.00213
31250,1.253961478,0.000728023,0.00058,10,1175437,51851.00858,0.04411,469730,27756.50788,0.05909,473320,26123.86888,0.05519,119066,10326.65798,0.08673,8,0.00000,0.00000,0,0.00000,,34049182150,5113933.23343,0.00015,45999702930,3850786.82074,0.00008,320,0.00000,0.00000,0.000914401,0.000076980,0.08419,551,72.88873,0.13226,26,6.24055,0.23549,302,13.22498,0.04369,4542,1222.50090,0.26914,3853,1259.12882,0.32674,9740434,794749.22341,0.08159,26122,7205.71734,0.27585,1009,84.95652,0.08416,17434624,160242.09524,0.00919,262,81.59684,0.31096,168,74.58954,0.44241,188,32.15397,0.17022,13,13.76994,1.02000,188,32.55150,0.17260,13,13.76994,1.02000,17978164,2369707.14710,0.13181,48116,14127.34251,0.29361,167359283,487731.00770,0.00291
62500,1.252811600,0.000936141,0.00075,10,1044717,35832.21489,0.03430,436716,20825.40552,0.04769,439681,18626.44933,0.04236,109475,9671.80001,0.08835,8,0.00000,0.00000,0,0.00000,,34042305824,3085016.00120,0.00009,45996239980,2401179.16991,0.00005,160,0.00000,0.00000,0.000829916,0.000029504,0.03555,381,35.87385,0.09401,18,7.43042,0.41052,148,6.04520,0.04082,3471,283.49887,0.08166,2907,280.22856,0.09638,11560298,804180.28103,0.06956,20886,8051.80561,0.38551,839,68.01969,0.08100,16724377,57326.11785,0.00343,247,34.67948,0.14040,214,55.31174,0.25786,169,18.99825,0.11202,8,5.46199,0.64259,170,19.19954,0.11281,8,5.46199,0.64259,25427668,2354012.62398,0.09258,45662,17794.19617,0.38969,160722124,231855.95244,0.00144
78125,1.252092336,0.000594540,0.00047,10,1041936,40415.45089,0.03879,444759,19389.94192,0.04360,448000,18172.14113,0.04056,111796,6020.46744,0.05385,8,0.00000,0.00000,0,0.00000,,34030953099,27817233.64290,0.00082,45977809783,40916061.29186,0.00089,128,0.00000,0.00000,0.000799521,0.000031963,0.03998,367,68.57996,0.18641,12,4.83506,0.38373,111,5.57873,0.04994,3672,588.24148,0.16018,3135,596.78174,0.19036,11493929,981509.41825,0.08539,14741,5914.72275,0.40122,843,64.64433,0.07668,16567500,38365.62372,0.00232,270,69.12541,0.25593,195,63.96188,0.32751,182,18.92089,0.10396,12,5.39135,0.44191,182,18.82699,0.10327,12,5.39135,0.44191,26904631,5500006.95988,0.20443,34728,16505.47002,0.47527,159298355,195588.94421,0.00123
125000,1.252044514,0.000706137,0.00056,10,990654,52551.18104,0.05305,427144,24311.89922,0.05692,431533,22736.85914,0.05269,106046,7628.19649,0.07193,8,0.00000,0.00000,0,0.00000,,34038132419,15989978.87955,0.00047,45991497946,19943924.40096,0.00043,80,0.00000,0.00000,0.000849497,0.000050827,0.05983,357,155.26125,0.43430,11,5.52670,0.46443,69,2.50333,0.03607,3587,708.28077,0.19741,3119,725.39335,0.23251,12361154,1770495.42080,0.14323,14211,4835.75839,0.34027,805,149.10697,0.18523,16348774,37797.79291,0.00231,301,155.15097,0.51443,244,170.79165,0.69796,168,11.14799,0.06616,6,2.54951,0.39223,168,11.45232,0.06793,6,2.54951,0.39223,29962060,8324447.32754,0.27783,33199,12308.52358,0.37074,157723443,118808.32241,0.00075
156250,1.251463630,0.000153840,0.00012,10,982791,31069.67797,0.03161,432940,14749.78714,0.03407,436155,19619.82273,0.04498,106647,8961.40733,0.08403,8,0.00000,0.00000,0,0.00000,,34040835802,4016996.15651,0.00012,45996093349,2322454.39425,0.00005,64,0.00000,0.00000,0.000857252,0.000080588,0.09401,214,40.16411,0.18733,7,1.33749,0.18322,54,2.35702,0.04365,2922,380.07106,0.13004,2475,385.77064,0.15586,15045304,1638567.59483,0.10891,11209,2361.63174,0.21069,652,74.86054,0.11480,16271360,38677.75105,0.00238,172,40.72796,0.23665,135,32.18506,0.23683,165,17.69369,0.10710,6,2.90593,0.48432,165,16.58111,0.10025,6,2.90593,0.48432,45220163,6266153.21263,0.13857,33373,8748.35732,0.26214,157125427,95163.83128,0.00061
